-7.595899999999999874e-01,-4.735199999999999965e-01,5.816700000000000342e-02,8.040500000000000425e-01,-9.163900000000000379e-01,-1.143599999999999998e-02,5.433299999999999935e-02,5.349999999999999721e-03,1.506000000000000005e+00,-1.333800000000000097e+00,1.558200000000000029e+00,1.613599999999999923e+00,0.000000000000000000e+00
-7.595899999999999874e-01,-5.420313721311458277e-01,1.090640201187626501e-01,8.024130716033408550e-01,-7.320890454402497749e-01,-3.399662548687781283e-01,-3.662537823351532107e-01,1.630790377948677580e-02,2.744928257780294700e-01,-3.333800000000000097e+00,-3.452635247780255767e-01,-3.864000000000000767e-01,0.000000000000000000e+00
-7.595899999999999874e-01,-5.480623702405654774e-01,1.142076831490635158e-01,7.686231667406887569e-01,-4.261294915317744292e-01,-5.827995072362934792e-01,-5.439358848229585153e-01,5.159084356698899129e-03,1.216578476391689534e-01,-3.514238226390077546e+00,-5.078774762475102289e-01,-5.570592530594529190e-01,0.000000000000000000e+00
-7.572134416059782547e-01,-5.454663945992646035e-01,1.147170128437833281e-01,7.581254205462323315e-01,-4.686043277905676541e-01,-3.785343912288858803e-01,-7.285657398709739496e-01,6.628820506311208782e-04,8.932280349410495757e-02,-3.417304641774626450e+00,-5.016872580052749164e-01,-4.986509308313005207e-01,0.000000000000000000e+00
-7.558280216949608832e-01,-5.436571748204548360e-01,1.147228482856663123e-01,7.550312991779013494e-01,-5.018876218061992800e-01,-2.812958010867926961e-01,-7.970173335553949467e-01,-3.305241682085814040e-04,7.947523330143253795e-02,-3.352227135523913937e+00,-4.890764422719805493e-01,-4.560318105065544469e-01,0.000000000000000000e+00
-7.558280216949608832e-01,-5.429296340665878962e-01,1.146867837057041761e-01,7.541649145055621117e-01,-5.123616472019456580e-01,-2.517687626790541255e-01,-8.168763578325919372e-01,-5.255367856249621708e-04,7.691904701375290587e-02,-3.326337450203639357e+00,-4.830928476720078857e-01,-4.386819060739323151e-01,0.000000000000000000e+00
-7.558280216949608832e-01,-5.427280886365540846e-01,1.147153564303040330e-01,7.543553651116703396e-01,-5.151895068991710902e-01,-2.443994040808618595e-01,-8.214780335105180686e-01,-5.562019616236080904e-04,7.479496438264306157e-02,-3.318863152852622900e+00,-4.823145827796698204e-01,-4.341099562463637263e-01,0.000000000000000000e+00
-7.558280216949608832e-01,-5.426823177279528343e-01,1.147297695596486561e-01,7.545394693985681966e-01,-5.159598053319816024e-01,-2.427523338896153959e-01,-8.222657668643185147e-01,-5.575000004987561457e-04,7.402000861949108168e-02,-3.317102015003307258e+00,-4.823169129346833173e-01,-4.331214440051865955e-01,0.000000000000000000e+00
-7.558280216949608832e-01,-5.426752916785224645e-01,1.147302456016416478e-01,7.546306956779703645e-01,-5.162081143016373774e-01,-2.424775251273451893e-01,-8.221748257068045573e-01,-5.528382025540517055e-04,7.396226742295976264e-02,-3.316842742431949098e+00,-4.822751361479797882e-01,-4.329616894170632557e-01,0.000000000000000000e+00
-7.558280216949608832e-01,-5.426775067034692590e-01,1.147244528552340131e-01,7.546733383026481556e-01,-5.163251890494963137e-01,-2.425275637555952268e-01,-8.218864050485691353e-01,-5.466367968925250334e-04,7.418351159902608627e-02,-3.316964562899469726e+00,-4.821554968003388120e-01,-4.329819050561585780e-01,0.000000000000000000e+00
-7.558280216949608832e-01,-5.426816773021477802e-01,1.147164059281007287e-01,7.546968530063153935e-01,-5.164130378978327718e-01,-2.426467678942703377e-01,-8.215591889958179239e-01,-5.399905572115304550e-04,7.449780663665273028e-02,-3.317174253396859118e+00,-4.819981827527476947e-01,-4.330346145635124988e-01,0.000000000000000000e+00
-7.558280216949608832e-01,-5.426859286149615658e-01,1.147076663546064135e-01,7.547135459027843885e-01,-5.164997740253025604e-01,-2.427695355812417854e-01,-8.212317264265237560e-01,-5.332467979148897835e-04,7.483793807349077565e-02,-3.317392250009882915e+00,-4.818256210285292163e-01,-4.330850414639167423e-01,0.000000000000000000e+00
-7.558280216949608832e-01,-5.426897358516872272e-01,1.146987757867307112e-01,7.547278453137425958e-01,-5.165938873634363659e-01,-2.428775168414146757e-01,-8.209141413450221636e-01,-5.265265697842446682e-04,7.518125826851423943e-02,-3.317595468154153959e+00,-4.816464791008869817e-01,-4.331240813408067658e-01,0.000000000000000000e+00
-7.558280216949608832e-01,-5.426929243374242207e-01,1.146899113306928814e-01,7.547412381796613223e-01,-5.166984648155160675e-01,-2.429646042577680298e-01,-8.206095585623570665e-01,-5.198717518961760552e-04,7.552034432593490720e-02,-3.317776247630462194e+00,-4.814635678822546949e-01,-4.331486859783265642e-01,0.000000000000000000e+00
-7.558280216949608832e-01,-5.426954137624309116e-01,1.146811285394594843e-01,7.547542063441158300e-01,-5.168150582814955429e-01,-2.430279922674266069e-01,-8.203193040662655200e-01,-5.132959927415862945e-04,7.585273081597740386e-02,-3.317931266655191447e+00,-4.812775870573958725e-01,-4.331572993378720038e-01,0.000000000000000000e+00
-7.558280216949608832e-01,-5.426971501468531578e-01,1.146724439175212940e-01,7.547669037280319015e-01,-5.169447701513159021e-01,-2.430658009631699590e-01,-8.200442211183643915e-01,-5.068031302199686033e-04,7.617752369947054791e-02,-3.318058453881421510e+00,-4.810885298984455272e-01,-4.331487508395592823e-01,0.000000000000000000e+00
-7.558280216949608832e-01,-5.426980870856352723e-01,1.146638616956136836e-01,7.547793800529359887e-01,-5.170885652493392159e-01,-2.430764223121728851e-01,-8.197850170705365258e-01,-5.003937055768709280e-04,7.649431913913518066e-02,-3.318156105795542654e+00,-4.808961626835318581e-01,-4.331219745289294765e-01,0.000000000000000000e+00
-7.558280216949608832e-01,-5.426981804074163529e-01,1.146553822999066552e-01,7.547916524278833750e-01,-5.172473619929620625e-01,-2.430583351790095159e-01,-8.195423581377843103e-01,-4.940671879243722963e-04,7.680286464608700181e-02,-3.318222628798633611e+00,-4.807001805246644000e-01,-4.330759341839359733e-01,0.000000000000000000e+00
-7.558280216949608832e-01,-5.426973865943118813e-01,1.146470049900559368e-01,7.548037278196525479e-01,-5.174220592989040579e-01,-2.430100518459610004e-01,-8.193168961471775091e-01,-4.878227102395192214e-04,7.710295397257758976e-02,-3.318256461867011176e+00,-4.805002564947496446e-01,-4.330096019557378995e-01,0.000000000000000000e+00
-7.558280216949608832e-01,-5.426956622795957585e-01,1.146387286730372740e-01,7.548156100212342068e-01,-5.176135445287554093e-01,-2.429301022871710181e-01,-8.191092763475588123e-01,-4.816593067692428792e-04,7.739439460611091670e-02,-3.318256052158499614e+00,-4.802960566766210082e-01,-4.329219514318217166e-01,0.000000000000000000e+00
-7.558280216949608832e-01,-5.426929640584513548e-01,1.146305521525708276e-01,7.548273017958512243e-01,-5.178226957809609621e-01,-2.428170294737312662e-01,-8.189201398159438039e-01,-4.755759881150058328e-04,7.767699761780202938e-02,-3.318219846265447526e+00,-4.800872445239114383e-01,-4.328119546797879469e-01,0.000000000000000000e+00
