4.450880543241091808e-02,6.970756607606889421e-01,-2.063170183047216902e-02,5.438614180400158649e-02,3.829242394863860421e-02,-1.028390466884405996e-01
4.383976064737280659e-02,1.321158907301727969e-01,-1.911831826377947616e-02,-2.543864704198606219e-02,-1.348625855621844033e-02,-4.768609360670767600e-02
9.079159577790681460e-03,1.790798131226450582e-02,-5.239899900123549600e-03,-1.375688998008384178e-02,-3.590617178656740818e-03,-1.207555172632581754e-03
9.103503197454345395e-04,-4.908433841650431013e-03,-6.606426174112844463e-04,-4.096826012216164305e-03,-9.390198560155527422e-04,2.900973328873516794e-03
-7.951624420894428270e-04,-9.404560736486522118e-03,3.267753542351835186e-04,-1.201430688573664959e-03,-3.920192923605790667e-04,2.302981057365918391e-03
-1.660410211489643691e-03,-1.020896867187641444e-02,5.170399861415958531e-04,-3.671200308132364248e-04,8.424353719000830633e-06,2.003249988940403008e-03
-1.469788229066114685e-03,-1.026773661070475019e-02,5.486320071955111833e-04,-1.712703938859002197e-04,-1.004698654288644391e-04,1.866428835509156706e-03
-1.285704446432421773e-03,-1.017672462382803941e-02,5.509320054929398329e-04,-1.281986427487179323e-04,-1.923685456770870379e-04,1.805065162236008927e-03
-1.194536075642184305e-03,-1.005670226012458056e-02,5.468038012049152409e-04,-1.179925685352048811e-04,-2.312169569603973621e-04,1.770176848797553985e-03
-1.151959266312225236e-03,-9.932109339133502260e-03,5.408854604088650679e-04,-1.146955450488103647e-04,-2.433469266505199318e-04,1.744141872089613465e-03
-1.128511515719979536e-03,-9.807862254829869536e-03,5.344220782360559804e-04,-1.128671927936511493e-04,-2.451722542962372149e-04,1.721120586258437658e-03
-1.111884795851402624e-03,-9.684931994002317010e-03,5.278235577480189580e-04,-1.113666626384127319e-04,-2.434338768072967019e-04,1.699235103319226550e-03
-1.097650192389749459e-03,-9.563496164242667533e-03,5.212332797445095277e-04,-1.099515679175007107e-04,-2.405371665952292070e-04,1.677890567830039956e-03
-1.084320594021325563e-03,-9.443574155636890247e-03,5.147005575993731296e-04,-1.085692363749056347e-04,-2.372849988226179445e-04,1.656899152121918449e-03
-1.071414127619844513e-03,-9.325154318427737732e-03,5.082414394409778434e-04,-1.072077840479236909e-04,-2.339356728228448310e-04,1.636200432247172931e-03
-1.058776889424781209e-03,-9.208219176948374482e-03,5.018605395014112333e-04,-1.058643169557042785e-04,-2.305704223179210410e-04,1.615773514087570943e-03
-1.046359189763054406e-03,-9.092750350187483316e-03,4.955586662789184318e-04,-1.045379867449683462e-04,-2.272143521077299596e-04,1.595609711523850692e-03
-1.034143955504086831e-03,-8.978729486515969402e-03,4.893353994521909729e-04,-1.032284295732106431e-04,-2.238750382572507545e-04,1.575704114090878275e-03
-1.022124256438767479e-03,-8.866138431935656483e-03,4.831899351650510537e-04,-1.019354027416360942e-04,-2.205546242090950057e-04,1.556052997747176805e-03
-1.010296335718274732e-03,-8.754959256049851118e-03,4.771213568741658538e-04,-1.006586967511549516e-04,-2.172535678268445872e-04,1.536653032514147211e-03
-9.986574655132640210e-04,-8.645174253280006604e-03,4.711287205414369200e-04,-9.939811311911410493e-05,-2.139717932639886508e-04,1.517501040445819313e-03
-9.872052911039284027e-04,-8.536765940327865898e-03,4.652110810039979311e-04,-9.815345853673975373e-05,-2.107090429480324508e-04,1.498593921665743612e-03
-9.759376314845659905e-04,-8.429717053284505046e-03,4.593674999837400329e-04,-9.692454325195096090e-05,-2.074649843675711023e-04,1.479928631638059060e-03
-9.648524194637281672e-04,-8.324010544809353623e-03,4.535970484273936336e-04,-9.571118058251941614e-05,-2.042392419559937002e-04,1.461502174040818156e-03
-9.539476843015075140e-04,-8.219629581385286266e-03,4.478988071119802366e-04,-9.451318674328371356e-05,-2.010314061440965784e-04,1.443311598382515919e-03
-9.432215473035547451e-04,-8.116557540625875602e-03,4.422718667210809675e-04,-9.333038075799356419e-05,-1.978410354577763688e-04,1.425353999073307888e-03
-9.326722213732805506e-04,-8.014778008623582931e-03,4.367153277605450592e-04,-9.216258440321062773e-05,-1.946676564948841013e-04,1.407626514940223421e-03
-9.222980117939277031e-04,-7.914274777334275729e-03,4.312283004256542689e-04,-9.100962215207171837e-05,-1.915107632424040531e-04,1.390126328881768382e-03
-9.120973174092796920e-04,-7.815031841993891337e-03,4.258099044519882679e-04,-8.987132112683663668e-05,-1.883698161828529366e-04,1.372850667575404356e-03
-9.020686319597332522e-04,-7.717033398567762006e-03,4.204592689611510200e-04,-8.874751104816191430e-05,-1.852442413186722021e-04,1.355796801205473752e-03
-8.922105455004750293e-04,-7.620263841234704676e-03,4.151755323023979555e-04,-8.763802418406102090e-05,-1.821334291543132546e-04,1.338962043205313857e-03
-8.825217458831782899e-04,-7.524707759898338968e-03,4.099578418932866577e-04,-8.654269530055436796e-05,-1.790367336456429189e-04,1.322343750009261206e-03
-8.730010202964104795e-04,-7.430349937732794348e-03,4.048053540562295905e-04,-8.546136160847928531e-05,-1.759534711190355349e-04,1.305939320817428714e-03
-8.636472568674419693e-04,-7.337175348759925921e-03,3.997172338533538992e-04,-8.439386271217038196e-05,-1.728829191600757048e-04,1.289746197370119632e-03
-8.544594463213131454e-04,-7.245169155452347264e-03,3.946926549184229683e-04,-8.334004055328128526e-05,-1.698243154703253243e-04,1.273761863730251374e-03
-8.454366836995999470e-04,-7.154316706372170799e-03,3.897307992840492899e-04,-8.229973935574925114e-05,-1.667768566964455447e-04,1.257983846079399094e-03
-8.365781701331725636e-04,-7.064603533835899125e-03,3.848308572070587670e-04,-8.127280556581625967e-05,-1.637396972277320234e-04,1.242409712517079283e-03
-8.278832146661060324e-04,-6.976015351608556847e-03,3.799920269884727122e-04,-8.025908779120937960e-05,-1.607119479700595604e-04,1.227037072872987208e-03
-8.193512361202453815e-04,-6.888538052629337993e-03,3.752135147899220624e-04,-7.925843673743711445e-05,-1.576926750982493510e-04,1.211863578521676183e-03
-8.109817649923696959e-04,-6.802157706762729586e-03,3.704945344450379964e-04,-7.827070513655531403e-05,-1.546808987902241884e-04,1.196886922204236673e-03
-8.027744453682081555e-04,-6.716860558580636451e-03,3.658343072664698033e-04,-7.729574767661305686e-05,-1.516755919568316840e-04,1.182104837850065813e-03
-7.947290368343046902e-04,-6.632633025169066242e-03,3.612320618470883367e-04,-7.633342092258717964e-05,-1.486756789699544194e-04,1.167515100400523878e-03
-7.868454163680246860e-04,-6.549461693966255466e-03,3.566870338567896680e-04,-7.538358323268329255e-05,-1.456800344070222357e-04,1.153115525627283365e-03
-7.791235801737100191e-04,-6.467333320623708595e-03,3.521984658327665307e-04,-7.444609466831543509e-05,-1.426874818248767475e-04,1.138903969944343297e-03
-7.715636454354731465e-04,-6.386234826897586175e-03,3.477656069645989581e-04,-7.352081689580752311e-05,-1.396967925802692907e-04,1.124878330206873726e-03
-7.641658519399453743e-04,-6.306153298565438103e-03,3.433877128734764061e-04,-7.260761308140999820e-05,-1.367066847224017998e-04,1.111036543492758969e-03
-7.569305635280657420e-04,-6.227075983366229910e-03,3.390640453852889293e-04,-7.170634777489780893e-05,-1.337158219818400048e-04,1.097376586860999417e-03
-7.498582693132726943e-04,-6.148990288971274004e-03,3.347938722983125797e-04,-7.081688678534644261e-05,-1.307228128869606244e-04,1.083896477077860498e-03
-7.429495845988339864e-04,-6.071883780976165823e-03,3.305764671447227669e-04,-6.993909704430577377e-05,-1.277262100472185133e-04,1.070594270302259758e-03
-7.362052514213050835e-04,-5.995744180919846712e-03,3.264111089468570452e-04,-6.907284645557137124e-05,-1.247245096416784891e-04,1.057468061723639430e-03
-7.296261386251624934e-04,-5.920559364327502780e-03,3.222970819686056575e-04,-6.821800373572466407e-05,-1.217161511683208876e-04,1.044515985136671874e-03
-7.232132413666562650e-04,-5.846317358779666747e-03,3.182336754616085892e-04,-6.737443823398883388e-05,-1.186995175047132322e-04,1.031736212443116595e-03
-7.169676799291923707e-04,-5.773006342002574495e-03,3.142201834091989986e-04,-6.654201974322653153e-05,-1.156729353500641794e-04,1.019126953065263401e-03
-7.108906977145961056e-04,-5.700614639984421909e-03,3.102559042652028678e-04,-6.572061828847350752e-05,-1.126346761209404910e-04,1.006686453254936964e-03
-7.049836582561391134e-04,-5.629130725114395162e-03,3.063401406940668005e-04,-6.491010390355867658e-05,-1.095829573848537225e-04,9.944129952791161409e-04
-6.992480410884498870e-04,-5.558543214344802315e-03,3.024721993086724038e-04,-6.411034638569869642e-05,-1.065159449252760519e-04,9.823048964655851749e-04
-6.936854362763904313e-04,-5.488840867375303564e-03,2.986513904119135021e-04,-6.332121503414256370e-05,-1.034317555431922797e-04,9.703605080786648334e-04
-6.882975373967178782e-04,-5.420012584861331334e-03,2.948770277419247268e-04,-6.254257836944712799e-05,-1.003284607136618607e-04,9.585782140138005740e-04
