4.450880543241091808e-02,6.970756607606889421e-01,-2.063170183047216902e-02,5.438614180400158649e-02,3.829242394863860421e-02,-1.028390466884405996e-01
4.457939337888869313e-02,6.860556209883542644e-01,-2.058799109141341496e-02,5.348987414551660546e-02,3.726712083893288924e-02,-1.012768823630674359e-01
4.462623152156532103e-02,6.746519318769440554e-01,-2.052818717934154491e-02,5.256300240373534133e-02,3.621986663547055452e-02,-9.965737957295714433e-02
4.464440201802324232e-02,6.628795214041202088e-01,-2.045021210346240417e-02,5.160678376111894200e-02,3.515472662423473754e-02,-9.798175844004623769e-02
4.462737334167308362e-02,6.507534031430211030e-01,-2.035156919497756872e-02,5.062243914744234824e-02,3.407667086333700940e-02,-9.625087075873788034e-02
4.456617788743719860e-02,6.382886694300415886e-01,-2.022913082723248185e-02,4.961112828182381168e-02,3.299202736803018288e-02,-9.446503278249125668e-02
4.444857132495536739e-02,6.255004844983281798e-01,-2.007894759710610738e-02,4.857394101156274624e-02,3.190894877651150735e-02,-9.262387930721101281e-02
4.425791866835649541e-02,6.124040793394986970e-01,-1.989602229259497881e-02,4.751187968971273129e-02,3.083802157103755423e-02,-9.072625432589623284e-02
4.397293911911277081e-02,5.990147389002702383e-01,-1.967438459579489915e-02,4.642591191371667203e-02,2.979240126805149033e-02,-8.877040253238054068e-02
4.356892067596124934e-02,5.853477767768499040e-01,-1.940763486730690338e-02,4.531709153915226829e-02,2.878712262244867079e-02,-8.675461830157550625e-02
4.302142675726255278e-02,5.714184899516019378e-01,-1.909017756329446300e-02,4.418674452187625751e-02,2.783702358952934094e-02,-8.467839246015725074e-02
4.231199725247867388e-02,5.572420993850500937e-01,-1.871887691411591031e-02,4.303660241243446871e-02,2.695356987206208241e-02,-8.254356395236349397e-02
4.143319027855185688e-02,5.428336995158292710e-01,-1.829428630392641170e-02,4.186873149159616586e-02,2.614206637653242529e-02,-8.035463569418160867e-02
